Measure,Pre-2009,2009-2013,2014-2016,Post-2016,Measure2,Agency,MortgageType,Date
NUMBER OF TRADES,0,0,0,0,<= $100MM,FHLMC,AGENCY CMO P&I,01/31/2019
NUMBER OF TRADES,0,0,0,0,> $100MM,FHLMC,AGENCY CMO P&I,01/31/2019
AVERAGE PRICE,103,97.7,87.9,97.8,TOTAL,GNMA,AGENCY CMO P&I,01/31/2019
WEIGHTED AVG. PRICE,101.2,102.3,83.9,102.4,TOTAL,GNMA,AGENCY CMO P&I,01/31/2019
AVG. PRICE BOTTOM 5 TRADES,95.4,74.3,78.2,63.5,TOTAL,GNMA,AGENCY CMO P&I,01/31/2019
2ND QUARTILE PRICE,100,94.8,82.6,98.2,TOTAL,GNMA,AGENCY CMO P&I,01/31/2019
3RD QUARTILE PRICE,103.3,100.2,89,99.9,TOTAL,GNMA,AGENCY CMO P&I,01/31/2019
4TH QUARTILE PRICE,105.5,102.1,93.9,100,TOTAL,GNMA,AGENCY CMO P&I,01/31/2019
AVG. PRICE TOP 5 TRADES,109.7,108,96.4,106.5,TOTAL,GNMA,AGENCY CMO P&I,01/31/2019
STANDARD DEVIATION,3.5,8.3,7.8,8,TOTAL,GNMA,AGENCY CMO P&I,01/31/2019
VOLUME OF TRADES (000'S),9085.8,31622.4,882.7,742379.5,TOTAL,GNMA,AGENCY CMO P&I,01/31/2019
VOLUME OF TRADES (000'S),4205.4,982.7,574,419737.4,CUSTOMER BUY,GNMA,AGENCY CMO P&I,01/31/2019
VOLUME OF TRADES (000'S),4515.7,22592.5,*,170096.3,CUSTOMER SELL,GNMA,AGENCY CMO P&I,01/31/2019
VOLUME OF TRADES (000'S),364.7,8047.1,274.1,152545.9,DEALER TO DEALER,GNMA,AGENCY CMO P&I,01/31/2019
VOLUME OF TRADES (000'S),2724.2,4993.4,882.7,5945.1,<= $1MM,GNMA,AGENCY CMO P&I,01/31/2019
VOLUME OF TRADES (000'S),*,*,0,29921.1,<= $10MM,GNMA,AGENCY CMO P&I,01/31/2019
VOLUME OF TRADES (000'S),0,*,0,706513.3,<= $100MM,GNMA,AGENCY CMO P&I,01/31/2019
VOLUME OF TRADES (000'S),0,0,0,0,> $100MM,GNMA,AGENCY CMO P&I,01/31/2019
NUMBER OF TRADES,115,80,20,136,TOTAL,GNMA,AGENCY CMO P&I,01/31/2019
NUMBER OF TRADES,34,26,10,92,CUSTOMER BUY,GNMA,AGENCY CMO P&I,01/31/2019
NUMBER OF TRADES,38,26,*,7,CUSTOMER SELL,GNMA,AGENCY CMO P&I,01/31/2019
NUMBER OF TRADES,43,28,7,37,DEALER TO DEALER,GNMA,AGENCY CMO P&I,01/31/2019
NUMBER OF TRADES,113,76,20,113,<= $1MM,GNMA,AGENCY CMO P&I,01/31/2019
NUMBER OF TRADES,*,*,0,10,<= $10MM,GNMA,AGENCY CMO P&I,01/31/2019
NUMBER OF TRADES,0,*,0,13,<= $100MM,GNMA,AGENCY CMO P&I,01/31/2019
NUMBER OF TRADES,0,0,0,0,> $100MM,GNMA,AGENCY CMO P&I,01/31/2019
AVERAGE PRICE,*,14.7,9.1,*,TOTAL,FNMA,AGENCY CMO IO/PO,01/31/2019
WEIGHTED AVG. PRICE,*,16.5,5.5,*,TOTAL,FNMA,AGENCY CMO IO/PO,01/31/2019
AVG. PRICE BOTTOM 5 TRADES,*,12.7,9.1,*,TOTAL,FNMA,AGENCY CMO IO/PO,01/31/2019
2ND QUARTILE PRICE,*,14.6,*,*,TOTAL,FNMA,AGENCY CMO IO/PO,01/31/2019
3RD QUARTILE PRICE,*,14.6,*,*,TOTAL,FNMA,AGENCY CMO IO/PO,01/31/2019
4TH QUARTILE PRICE,*,16.9,*,*,TOTAL,FNMA,AGENCY CMO IO/PO,01/31/2019
AVG. PRICE TOP 5 TRADES,*,19.5,9.1,*,TOTAL,FNMA,AGENCY CMO IO/PO,01/31/2019
STANDARD DEVIATION,*,4.8,2.9,*,TOTAL,FNMA,AGENCY CMO IO/PO,01/31/2019
VOLUME OF TRADES (000'S),*,85260.9,120682.1,*,TOTAL,FNMA,AGENCY CMO IO/PO,01/31/2019
VOLUME OF TRADES (000'S),0,24374.4,4072.6,*,CUSTOMER BUY,FNMA,AGENCY CMO IO/PO,01/31/2019
VOLUME OF TRADES (000'S),*,*,0,*,CUSTOMER SELL,FNMA,AGENCY CMO IO/PO,01/31/2019
VOLUME OF TRADES (000'S),*,*,*,0,DEALER TO DEALER,FNMA,AGENCY CMO IO/PO,01/31/2019
VOLUME OF TRADES (000'S),*,3144.3,*,0,<= $1MM,FNMA,AGENCY CMO IO/PO,01/31/2019
VOLUME OF TRADES (000'S),0,12580.3,*,0,<= $10MM,FNMA,AGENCY CMO IO/PO,01/31/2019
VOLUME OF TRADES (000'S),0,*,*,*,<= $100MM,FNMA,AGENCY CMO IO/PO,01/31/2019
VOLUME OF TRADES (000'S),0,0,0,*,> $100MM,FNMA,AGENCY CMO IO/PO,01/31/2019
NUMBER OF TRADES,*,22,7,*,TOTAL,FNMA,AGENCY CMO IO/PO,01/31/2019
NUMBER OF TRADES,0,16,5,*,CUSTOMER BUY,FNMA,AGENCY CMO IO/PO,01/31/2019
NUMBER OF TRADES,*,*,0,*,CUSTOMER SELL,FNMA,AGENCY CMO IO/PO,01/31/2019
NUMBER OF TRADES,*,*,*,0,DEALER TO DEALER,FNMA,AGENCY CMO IO/PO,01/31/2019
NUMBER OF TRADES,*,13,*,0,<= $1MM,FNMA,AGENCY CMO IO/PO,01/31/2019
NUMBER OF TRADES,0,5,*,0,<= $10MM,FNMA,AGENCY CMO IO/PO,01/31/2019
NUMBER OF TRADES,0,*,*,*,<= $100MM,FNMA,AGENCY CMO IO/PO,01/31/2019
NUMBER OF TRADES,0,0,0,*,> $100MM,FNMA,AGENCY CMO IO/PO,01/31/2019
AVERAGE PRICE,*,12.6,13.9,*,TOTAL,FHLMC,AGENCY CMO IO/PO,01/31/2019
WEIGHTED AVG. PRICE,*,16.8,5.3,*,TOTAL,FHLMC,AGENCY CMO IO/PO,01/31/2019
AVG. PRICE BOTTOM 5 TRADES,*,12.6,13.9,*,TOTAL,FHLMC,AGENCY CMO IO/PO,01/31/2019
2ND QUARTILE PRICE,*,*,*,*,TOTAL,FHLMC,AGENCY CMO IO/PO,01/31/2019
3RD QUARTILE PRICE,*,*,*,*,TOTAL,FHLMC,AGENCY CMO IO/PO,01/31/2019
4TH QUARTILE PRICE,*,*,*,*,TOTAL,FHLMC,AGENCY CMO IO/PO,01/31/2019
AVG. PRICE TOP 5 TRADES,*,12.6,13.9,*,TOTAL,FHLMC,AGENCY CMO IO/PO,01/31/2019
STANDARD DEVIATION,*,5,5.1,*,TOTAL,FHLMC,AGENCY CMO IO/PO,01/31/2019
VOLUME OF TRADES (000'S),*,35939.3,16496.4,*,TOTAL,FHLMC,AGENCY CMO IO/PO,01/31/2019
VOLUME OF TRADES (000'S),*,*,16496.4,0,CUSTOMER BUY,FHLMC,AGENCY CMO IO/PO,01/31/2019
VOLUME OF TRADES (000'S),0,*,0,*,CUSTOMER SELL,FHLMC,AGENCY CMO IO/PO,01/31/2019
VOLUME OF TRADES (000'S),0,0,0,0,DEALER TO DEALER,FHLMC,AGENCY CMO IO/PO,01/31/2019
VOLUME OF TRADES (000'S),*,*,*,0,<= $1MM,FHLMC,AGENCY CMO IO/PO,01/31/2019
VOLUME OF TRADES (000'S),0,*,0,*,<= $10MM,FHLMC,AGENCY CMO IO/PO,01/31/2019
VOLUME OF TRADES (000'S),0,*,*,0,<= $100MM,FHLMC,AGENCY CMO IO/PO,01/31/2019
VOLUME OF TRADES (000'S),0,0,0,0,> $100MM,FHLMC,AGENCY CMO IO/PO,01/31/2019
NUMBER OF TRADES,*,6,5,*,TOTAL,FHLMC,AGENCY CMO IO/PO,01/31/2019
NUMBER OF TRADES,*,*,5,0,CUSTOMER BUY,FHLMC,AGENCY CMO IO/PO,01/31/2019
NUMBER OF TRADES,0,*,0,*,CUSTOMER SELL,FHLMC,AGENCY CMO IO/PO,01/31/2019
NUMBER OF TRADES,0,0,0,0,DEALER TO DEALER,FHLMC,AGENCY CMO IO/PO,01/31/2019
NUMBER OF TRADES,*,*,*,0,<= $1MM,FHLMC,AGENCY CMO IO/PO,01/31/2019
NUMBER OF TRADES,0,*,0,*,<= $10MM,FHLMC,AGENCY CMO IO/PO,01/31/2019
NUMBER OF TRADES,0,*,*,0,<= $100MM,FHLMC,AGENCY CMO IO/PO,01/31/2019
NUMBER OF TRADES,0,0,0,0,> $100MM,FHLMC,AGENCY CMO IO/PO,01/31/2019
AVERAGE PRICE,0,15,13,15.7,TOTAL,GNMA,AGENCY CMO IO/PO,01/31/2019
WEIGHTED AVG. PRICE,0,13.5,15.7,16.9,TOTAL,GNMA,AGENCY CMO IO/PO,01/31/2019
AVG. PRICE BOTTOM 5 TRADES,0,15,13,15,TOTAL,GNMA,AGENCY CMO IO/PO,01/31/2019
2ND QUARTILE PRICE,0,*,*,15.2,TOTAL,GNMA,AGENCY CMO IO/PO,01/31/2019
3RD QUARTILE PRICE,0,*,*,16.5,TOTAL,GNMA,AGENCY CMO IO/PO,01/31/2019
4TH QUARTILE PRICE,0,*,*,18.4,TOTAL,GNMA,AGENCY CMO IO/PO,01/31/2019
AVG. PRICE TOP 5 TRADES,0,15,13,16.4,TOTAL,GNMA,AGENCY CMO IO/PO,01/31/2019
STANDARD DEVIATION,0,3.4,3,1.9,TOTAL,GNMA,AGENCY CMO IO/PO,01/31/2019
VOLUME OF TRADES (000'S),0,1619,28314.5,195777.2,TOTAL,GNMA,AGENCY CMO IO/PO,01/31/2019
VOLUME OF TRADES (000'S),0,1619,22069.3,53194.3,CUSTOMER BUY,GNMA,AGENCY CMO IO/PO,01/31/2019
VOLUME OF TRADES (000'S),0,0,*,*,CUSTOMER SELL,GNMA,AGENCY CMO IO/PO,01/31/2019
VOLUME OF TRADES (000'S),0,0,0,*,DEALER TO DEALER,GNMA,AGENCY CMO IO/PO,01/31/2019
VOLUME OF TRADES (000'S),0,1619,2256.2,*,<= $1MM,GNMA,AGENCY CMO IO/PO,01/31/2019
VOLUME OF TRADES (000'S),0,0,*,*,<= $10MM,GNMA,AGENCY CMO IO/PO,01/31/2019
VOLUME OF TRADES (000'S),0,0,*,*,<= $100MM,GNMA,AGENCY CMO IO/PO,01/31/2019
VOLUME OF TRADES (000'S),0,0,0,0,> $100MM,GNMA,AGENCY CMO IO/PO,01/31/2019
NUMBER OF TRADES,0,7,12,9,TOTAL,GNMA,AGENCY CMO IO/PO,01/31/2019
NUMBER OF TRADES,0,7,11,6,CUSTOMER BUY,GNMA,AGENCY CMO IO/PO,01/31/2019
NUMBER OF TRADES,0,0,*,*,CUSTOMER SELL,GNMA,AGENCY CMO IO/PO,01/31/2019
NUMBER OF TRADES,0,0,0,*,DEALER TO DEALER,GNMA,AGENCY CMO IO/PO,01/31/2019
NUMBER OF TRADES,0,7,9,*,<= $1MM,GNMA,AGENCY CMO IO/PO,01/31/2019
NUMBER OF TRADES,0,0,*,*,<= $10MM,GNMA,AGENCY CMO IO/PO,01/31/2019
NUMBER OF TRADES,0,0,*,*,<= $100MM,GNMA,AGENCY CMO IO/PO,01/31/2019
NUMBER OF TRADES,0,0,0,0,> $100MM,GNMA,AGENCY CMO IO/PO,01/31/2019
AVERAGE PRICE,100.4,95,96.5,98.2,TOTAL,FNMA,AGENCY CMO P&I,02/01/2019
WEIGHTED AVG. PRICE,101.8,98.9,100,100.2,TOTAL,FNMA,AGENCY CMO P&I,02/01/2019
AVG. PRICE BOTTOM 5 TRADES,92.6,82.6,89,91.8,TOTAL,FNMA,AGENCY CMO P&I,02/01/2019
2ND QUARTILE PRICE,98.9,91.3,92.8,96.8,TOTAL,FNMA,AGENCY CMO P&I,02/01/2019
3RD QUARTILE PRICE,100,96,98.9,99.5,TOTAL,FNMA,AGENCY CMO P&I,02/01/2019
4TH QUARTILE PRICE,103.9,99,99.9,100,TOTAL,FNMA,AGENCY CMO P&I,02/01/2019
AVG. PRICE TOP 5 TRADES,108.5,107.9,102.4,101.6,TOTAL,FNMA,AGENCY CMO P&I,02/01/2019
STANDARD DEVIATION,4.3,7,5.8,3,TOTAL,FNMA,AGENCY CMO P&I,02/01/2019
VOLUME OF TRADES (000'S),4307.6,21683.3,26138.1,367285.8,TOTAL,FNMA,AGENCY CMO P&I,02/01/2019
VOLUME OF TRADES (000'S),3188.4,16245.4,19010.5,226310.8,CUSTOMER BUY,FNMA,AGENCY CMO P&I,02/01/2019
VOLUME OF TRADES (000'S),939.8,2104.5,*,87312.7,CUSTOMER SELL,FNMA,AGENCY CMO P&I,02/01/2019
VOLUME OF TRADES (000'S),179.5,3333.4,4999.4,53662.3,DEALER TO DEALER,FNMA,AGENCY CMO P&I,02/01/2019
VOLUME OF TRADES (000'S),2846.3,7785.6,2011.4,2672.1,<= $1MM,FNMA,AGENCY CMO P&I,02/01/2019
VOLUME OF TRADES (000'S),*,*,24126.7,48321.4,<= $10MM,FNMA,AGENCY CMO P&I,02/01/2019
VOLUME OF TRADES (000'S),0,*,0,316292.2,<= $100MM,FNMA,AGENCY CMO P&I,02/01/2019
VOLUME OF TRADES (000'S),0,0,0,0,> $100MM,FNMA,AGENCY CMO P&I,02/01/2019
NUMBER OF TRADES,79,68,23,55,TOTAL,FNMA,AGENCY CMO P&I,02/01/2019
NUMBER OF TRADES,21,19,11,29,CUSTOMER BUY,FNMA,AGENCY CMO P&I,02/01/2019
NUMBER OF TRADES,35,22,*,8,CUSTOMER SELL,FNMA,AGENCY CMO P&I,02/01/2019
NUMBER OF TRADES,23,27,8,18,DEALER TO DEALER,FNMA,AGENCY CMO P&I,02/01/2019
NUMBER OF TRADES,78,64,14,31,<= $1MM,FNMA,AGENCY CMO P&I,02/01/2019
NUMBER OF TRADES,*,*,9,13,<= $10MM,FNMA,AGENCY CMO P&I,02/01/2019
NUMBER OF TRADES,0,*,0,11,<= $100MM,FNMA,AGENCY CMO P&I,02/01/2019
NUMBER OF TRADES,0,0,0,0,> $100MM,FNMA,AGENCY CMO P&I,02/01/2019
AVERAGE PRICE,101,98.1,94.4,100,TOTAL,FHLMC,AGENCY CMO P&I,02/01/2019
WEIGHTED AVG. PRICE,104.2,98.9,101.2,100.9,TOTAL,FHLMC,AGENCY CMO P&I,02/01/2019
AVG. PRICE BOTTOM 5 TRADES,93.1,89.1,85.3,91.1,TOTAL,FHLMC,AGENCY CMO P&I,02/01/2019
2ND QUARTILE PRICE,99.5,94.8,88.5,99.1,TOTAL,FHLMC,AGENCY CMO P&I,02/01/2019
3RD QUARTILE PRICE,100.1,99.3,98.3,102.6,TOTAL,FHLMC,AGENCY CMO P&I,02/01/2019
4TH QUARTILE PRICE,104.1,100.9,100,102.9,TOTAL,FHLMC,AGENCY CMO P&I,02/01/2019
AVG. PRICE TOP 5 TRADES,108.7,104.7,100.8,103.7,TOTAL,FHLMC,AGENCY CMO P&I,02/01/2019
STANDARD DEVIATION,4.7,4.7,6.5,4.4,TOTAL,FHLMC,AGENCY CMO P&I,02/01/2019
VOLUME OF TRADES (000'S),1541.8,7058.5,5828945.1,301191,TOTAL,FHLMC,AGENCY CMO P&I,02/01/2019
VOLUME OF TRADES (000'S),1128.9,2344.2,2904791.3,259000.8,CUSTOMER BUY,FHLMC,AGENCY CMO P&I,02/01/2019
VOLUME OF TRADES (000'S),348.4,2438.3,2912797.1,*,CUSTOMER SELL,FHLMC,AGENCY CMO P&I,02/01/2019
VOLUME OF TRADES (000'S),64.5,2276,11356.7,39500.7,DEALER TO DEALER,FHLMC,AGENCY CMO P&I,02/01/2019
VOLUME OF TRADES (000'S),1541.8,4328.5,1040.6,8593.2,<= $1MM,FHLMC,AGENCY CMO P&I,02/01/2019
VOLUME OF TRADES (000'S),0,*,26293.7,29217,<= $10MM,FHLMC,AGENCY CMO P&I,02/01/2019
VOLUME OF TRADES (000'S),0,0,0,263380.8,<= $100MM,FHLMC,AGENCY CMO P&I,02/01/2019
VOLUME OF TRADES (000'S),0,0,*,0,> $100MM,FHLMC,AGENCY CMO P&I,02/01/2019
NUMBER OF TRADES,51,64,26,45,TOTAL,FHLMC,AGENCY CMO P&I,02/01/2019
NUMBER OF TRADES,15,24,8,26,CUSTOMER BUY,FHLMC,AGENCY CMO P&I,02/01/2019
NUMBER OF TRADES,23,19,8,*,CUSTOMER SELL,FHLMC,AGENCY CMO P&I,02/01/2019
NUMBER OF TRADES,13,21,10,16,DEALER TO DEALER,FHLMC,AGENCY CMO P&I,02/01/2019
NUMBER OF TRADES,51,62,17,28,<= $1MM,FHLMC,AGENCY CMO P&I,02/01/2019
NUMBER OF TRADES,0,*,7,7,<= $10MM,FHLMC,AGENCY CMO P&I,02/01/2019
NUMBER OF TRADES,0,0,0,10,<= $100MM,FHLMC,AGENCY CMO P&I,02/01/2019
NUMBER OF TRADES,0,0,*,0,> $100MM,FHLMC,AGENCY CMO P&I,02/01/2019
AVERAGE PRICE,104.4,95.9,90.4,99,TOTAL,GNMA,AGENCY CMO P&I,02/01/2019
WEIGHTED AVG. PRICE,106.2,100,99.6,99.6,TOTAL,GNMA,AGENCY CMO P&I,02/01/2019
AVG. PRICE BOTTOM 5 TRADES,95.6,81.7,81,91.2,TOTAL,GNMA,AGENCY CMO P&I,02/01/2019
2ND QUARTILE PRICE,102.7,88,87,99.2,TOTAL,GNMA,AGENCY CMO P&I,02/01/2019
3RD QUARTILE PRICE,105.2,98.9,91,99.8,TOTAL,GNMA,AGENCY CMO P&I,02/01/2019
4TH QUARTILE PRICE,107.3,103,97.8,100,TOTAL,GNMA,AGENCY CMO P&I,02/01/2019
AVG. PRICE TOP 5 TRADES,108.4,110.6,99.9,100.9,TOTAL,GNMA,AGENCY CMO P&I,02/01/2019
STANDARD DEVIATION,3.7,9.8,7.4,2.6,TOTAL,GNMA,AGENCY CMO P&I,02/01/2019
VOLUME OF TRADES (000'S),1413.6,3540.7,79236.5,920364.5,TOTAL,GNMA,AGENCY CMO P&I,02/01/2019
VOLUME OF TRADES (000'S),373.9,3199.5,71154,776145.5,CUSTOMER BUY,GNMA,AGENCY CMO P&I,02/01/2019
VOLUME OF TRADES (000'S),340.9,96.8,8028.1,110776.7,CUSTOMER SELL,GNMA,AGENCY CMO P&I,02/01/2019
VOLUME OF TRADES (000'S),698.8,244.4,54.5,33442.3,DEALER TO DEALER,GNMA,AGENCY CMO P&I,02/01/2019
VOLUME OF TRADES (000'S),1413.6,1757.5,415.5,3794.5,<= $1MM,GNMA,AGENCY CMO P&I,02/01/2019
VOLUME OF TRADES (000'S),0,*,*,11164.2,<= $10MM,GNMA,AGENCY CMO P&I,02/01/2019
VOLUME OF TRADES (000'S),0,0,*,905405.8,<= $100MM,GNMA,AGENCY CMO P&I,02/01/2019
VOLUME OF TRADES (000'S),0,0,0,0,> $100MM,GNMA,AGENCY CMO P&I,02/01/2019
NUMBER OF TRADES,81,44,34,93,TOTAL,GNMA,AGENCY CMO P&I,02/01/2019
NUMBER OF TRADES,18,18,14,74,CUSTOMER BUY,GNMA,AGENCY CMO P&I,02/01/2019
NUMBER OF TRADES,27,8,9,6,CUSTOMER SELL,GNMA,AGENCY CMO P&I,02/01/2019
NUMBER OF TRADES,36,18,11,13,DEALER TO DEALER,GNMA,AGENCY CMO P&I,02/01/2019
NUMBER OF TRADES,81,43,29,65,<= $1MM,GNMA,AGENCY CMO P&I,02/01/2019
NUMBER OF TRADES,0,*,*,6,<= $10MM,GNMA,AGENCY CMO P&I,02/01/2019
NUMBER OF TRADES,0,0,*,22,<= $100MM,GNMA,AGENCY CMO P&I,02/01/2019
NUMBER OF TRADES,0,0,0,0,> $100MM,GNMA,AGENCY CMO P&I,02/01/2019
AVERAGE PRICE,19.8,*,13.8,0,TOTAL,FNMA,AGENCY CMO IO/PO,02/01/2019
WEIGHTED AVG. PRICE,20.6,*,6.7,0,TOTAL,FNMA,AGENCY CMO IO/PO,02/01/2019
AVG. PRICE BOTTOM 5 TRADES,19.8,*,13.8,0,TOTAL,FNMA,AGENCY CMO IO/PO,02/01/2019
2ND QUARTILE PRICE,*,*,*,0,TOTAL,FNMA,AGENCY CMO IO/PO,02/01/2019
3RD QUARTILE PRICE,*,*,*,0,TOTAL,FNMA,AGENCY CMO IO/PO,02/01/2019
4TH QUARTILE PRICE,*,*,*,0,TOTAL,FNMA,AGENCY CMO IO/PO,02/01/2019
AVG. PRICE TOP 5 TRADES,19.8,*,13.8,0,TOTAL,FNMA,AGENCY CMO IO/PO,02/01/2019
STANDARD DEVIATION,2.6,*,4.4,0,TOTAL,FNMA,AGENCY CMO IO/PO,02/01/2019
VOLUME OF TRADES (000'S),2229.4,*,15022.9,0,TOTAL,FNMA,AGENCY CMO IO/PO,02/01/2019
VOLUME OF TRADES (000'S),*,*,*,0,CUSTOMER BUY,FNMA,AGENCY CMO IO/PO,02/01/2019
VOLUME OF TRADES (000'S),805,0,0,0,CUSTOMER SELL,FNMA,AGENCY CMO IO/PO,02/01/2019
VOLUME OF TRADES (000'S),*,0,*,0,DEALER TO DEALER,FNMA,AGENCY CMO IO/PO,02/01/2019
VOLUME OF TRADES (000'S),2229.4,0,2588.7,0,<= $1MM,FNMA,AGENCY CMO IO/PO,02/01/2019
VOLUME OF TRADES (000'S),0,*,0,0,<= $10MM,FNMA,AGENCY CMO IO/PO,02/01/2019
VOLUME OF TRADES (000'S),0,0,*,0,<= $100MM,FNMA,AGENCY CMO IO/PO,02/01/2019
VOLUME OF TRADES (000'S),0,0,0,0,> $100MM,FNMA,AGENCY CMO IO/PO,02/01/2019
NUMBER OF TRADES,9,*,6,0,TOTAL,FNMA,AGENCY CMO IO/PO,02/01/2019
NUMBER OF TRADES,*,*,*,0,CUSTOMER BUY,FNMA,AGENCY CMO IO/PO,02/01/2019
NUMBER OF TRADES,7,0,0,0,CUSTOMER SELL,FNMA,AGENCY CMO IO/PO,02/01/2019
NUMBER OF TRADES,*,0,*,0,DEALER TO DEALER,FNMA,AGENCY CMO IO/PO,02/01/2019
NUMBER OF TRADES,9,0,5,0,<= $1MM,FNMA,AGENCY CMO IO/PO,02/01/2019
NUMBER OF TRADES,0,*,0,0,<= $10MM,FNMA,AGENCY CMO IO/PO,02/01/2019
NUMBER OF TRADES,0,0,*,0,<= $100MM,FNMA,AGENCY CMO IO/PO,02/01/2019
NUMBER OF TRADES,0,0,0,0,> $100MM,FNMA,AGENCY CMO IO/PO,02/01/2019
AVERAGE PRICE,0,8.4,*,0,TOTAL,FHLMC,AGENCY CMO IO/PO,02/01/2019
WEIGHTED AVG. PRICE,0,19.7,*,0,TOTAL,FHLMC,AGENCY CMO IO/PO,02/01/2019
AVG. PRICE BOTTOM 5 TRADES,0,8.4,*,0,TOTAL,FHLMC,AGENCY CMO IO/PO,02/01/2019
2ND QUARTILE PRICE,0,*,*,0,TOTAL,FHLMC,AGENCY CMO IO/PO,02/01/2019
3RD QUARTILE PRICE,0,*,*,0,TOTAL,FHLMC,AGENCY CMO IO/PO,02/01/2019
4TH QUARTILE PRICE,0,*,*,0,TOTAL,FHLMC,AGENCY CMO IO/PO,02/01/2019
AVG. PRICE TOP 5 TRADES,0,8.4,*,0,TOTAL,FHLMC,AGENCY CMO IO/PO,02/01/2019
STANDARD DEVIATION,0,5.8,*,0,TOTAL,FHLMC,AGENCY CMO IO/PO,02/01/2019
VOLUME OF TRADES (000'S),0,31987.3,*,0,TOTAL,FHLMC,AGENCY CMO IO/PO,02/01/2019
VOLUME OF TRADES (000'S),0,*,*,0,CUSTOMER BUY,FHLMC,AGENCY CMO IO/PO,02/01/2019
VOLUME OF TRADES (000'S),0,*,0,0,CUSTOMER SELL,FHLMC,AGENCY CMO IO/PO,02/01/2019
VOLUME OF TRADES (000'S),0,*,0,0,DEALER TO DEALER,FHLMC,AGENCY CMO IO/PO,02/01/2019
VOLUME OF TRADES (000'S),0,882.2,0,0,<= $1MM,FHLMC,AGENCY CMO IO/PO,02/01/2019
VOLUME OF TRADES (000'S),0,0,0,0,<= $10MM,FHLMC,AGENCY CMO IO/PO,02/01/2019
VOLUME OF TRADES (000'S),0,*,*,0,<= $100MM,FHLMC,AGENCY CMO IO/PO,02/01/2019
VOLUME OF TRADES (000'S),0,0,0,0,> $100MM,FHLMC,AGENCY CMO IO/PO,02/01/2019
NUMBER OF TRADES,0,6,*,0,TOTAL,FHLMC,AGENCY CMO IO/PO,02/01/2019
NUMBER OF TRADES,0,*,*,0,CUSTOMER BUY,FHLMC,AGENCY CMO IO/PO,02/01/2019
NUMBER OF TRADES,0,*,0,0,CUSTOMER SELL,FHLMC,AGENCY CMO IO/PO,02/01/2019
NUMBER OF TRADES,0,*,0,0,DEALER TO DEALER,FHLMC,AGENCY CMO IO/PO,02/01/2019
NUMBER OF TRADES,0,5,0,0,<= $1MM,FHLMC,AGENCY CMO IO/PO,02/01/2019
NUMBER OF TRADES,0,0,0,0,<= $10MM,FHLMC,AGENCY CMO IO/PO,02/01/2019
NUMBER OF TRADES,0,*,*,0,<= $100MM,FHLMC,AGENCY CMO IO/PO,02/01/2019
NUMBER OF TRADES,0,0,0,0,> $100MM,FHLMC,AGENCY CMO IO/PO,02/01/2019
AVERAGE PRICE,0,*,*,17.8,TOTAL,GNMA,AGENCY CMO IO/PO,02/01/2019
WEIGHTED AVG. PRICE,0,*,*,14.5,TOTAL,GNMA,AGENCY CMO IO/PO,02/01/2019
AVG. PRICE BOTTOM 5 TRADES,0,*,*,10.7,TOTAL,GNMA,AGENCY CMO IO/PO,02/01/2019
2ND QUARTILE PRICE,0,*,*,13.3,TOTAL,GNMA,AGENCY CMO IO/PO,02/01/2019
3RD QUARTILE PRICE,0,*,*,14.7,TOTAL,GNMA,AGENCY CMO IO/PO,02/01/2019
4TH QUARTILE PRICE,0,*,*,34.1,TOTAL,GNMA,AGENCY CMO IO/PO,02/01/2019
AVG. PRICE TOP 5 TRADES,0,*,*,19.5,TOTAL,GNMA,AGENCY CMO IO/PO,02/01/2019
STANDARD DEVIATION,0,*,*,12,TOTAL,GNMA,AGENCY CMO IO/PO,02/01/2019
VOLUME OF TRADES (000'S),0,*,*,81388.3,TOTAL,GNMA,AGENCY CMO IO/PO,02/01/2019
VOLUME OF TRADES (000'S),0,*,*,68974.7,CUSTOMER BUY,GNMA,AGENCY CMO IO/PO,02/01/2019
VOLUME OF TRADES (000'S),0,0,0,*,CUSTOMER SELL,GNMA,AGENCY CMO IO/PO,02/01/2019
VOLUME OF TRADES (000'S),0,*,0,*,DEALER TO DEALER,GNMA,AGENCY CMO IO/PO,02/01/2019
VOLUME OF TRADES (000'S),0,0,*,741.4,<= $1MM,GNMA,AGENCY CMO IO/PO,02/01/2019
VOLUME OF TRADES (000'S),0,*,0,0,<= $10MM,GNMA,AGENCY CMO IO/PO,02/01/2019
VOLUME OF TRADES (000'S),0,0,*,*,<= $100MM,GNMA,AGENCY CMO IO/PO,02/01/2019
VOLUME OF TRADES (000'S),0,0,0,0,> $100MM,GNMA,AGENCY CMO IO/PO,02/01/2019
NUMBER OF TRADES,0,*,*,10,TOTAL,GNMA,AGENCY CMO IO/PO,02/01/2019
NUMBER OF TRADES,0,*,*,6,CUSTOMER BUY,GNMA,AGENCY CMO IO/PO,02/01/2019
NUMBER OF TRADES,0,0,0,*,CUSTOMER SELL,GNMA,AGENCY CMO IO/PO,02/01/2019
NUMBER OF TRADES,0,*,0,*,DEALER TO DEALER,GNMA,AGENCY CMO IO/PO,02/01/2019
NUMBER OF TRADES,0,0,*,8,<= $1MM,GNMA,AGENCY CMO IO/PO,02/01/2019
NUMBER OF TRADES,0,*,0,0,<= $10MM,GNMA,AGENCY CMO IO/PO,02/01/2019
