Measure,PRE-2009,2009-2013,2014-2016,POST-2016,Measure2,Agency,MortgageType,Date
NUMBER OF TRADES,0,0,0,8,<= $100MM,GNMA,AGENCY CMO P&I,20190318
NUMBER OF TRADES,0,0,0,*,> $100MM,GNMA,AGENCY CMO P&I,20190318
AVERAGE PRICE,15.6,16.2,*,*,TOTAL,FNMA,AGENCY CMO IO/PO,20190318
WEIGHTED AVG. PRICE,17.6,12.7,*,*,TOTAL,FNMA,AGENCY CMO IO/PO,20190318
AVG. PRICE BOTTOM 5 TRADES,13.7,10.8,*,*,TOTAL,FNMA,AGENCY CMO IO/PO,20190318
2ND QUARTILE PRICE,14.9,11.2,*,*,TOTAL,FNMA,AGENCY CMO IO/PO,20190318
3RD QUARTILE PRICE,15.1,11.2,*,*,TOTAL,FNMA,AGENCY CMO IO/PO,20190318
4TH QUARTILE PRICE,20.6,21,*,*,TOTAL,FNMA,AGENCY CMO IO/PO,20190318
AVG. PRICE TOP 5 TRADES,17.3,31,*,*,TOTAL,FNMA,AGENCY CMO IO/PO,20190318
STANDARD DEVIATION,3.5,14.7,*,*,TOTAL,FNMA,AGENCY CMO IO/PO,20190318
VOLUME OF TRADES (000'S),13954.1,37332.7,*,*,TOTAL,FNMA,AGENCY CMO IO/PO,20190318
VOLUME OF TRADES (000'S),*,13112,*,*,CUSTOMER BUY,FNMA,AGENCY CMO IO/PO,20190318
VOLUME OF TRADES (000'S),*,15033.4,0,0,CUSTOMER SELL,FNMA,AGENCY CMO IO/PO,20190318
VOLUME OF TRADES (000'S),*,*,*,0,DEALER TO DEALER,FNMA,AGENCY CMO IO/PO,20190318
VOLUME OF TRADES (000'S),*,4036.8,*,0,<= $1MM,FNMA,AGENCY CMO IO/PO,20190318
VOLUME OF TRADES (000'S),*,33295.9,0,*,<= $10MM,FNMA,AGENCY CMO IO/PO,20190318
VOLUME OF TRADES (000'S),0,0,0,*,<= $100MM,FNMA,AGENCY CMO IO/PO,20190318
VOLUME OF TRADES (000'S),0,0,0,0,> $100MM,FNMA,AGENCY CMO IO/PO,20190318
NUMBER OF TRADES,8,19,*,*,TOTAL,FNMA,AGENCY CMO IO/PO,20190318
NUMBER OF TRADES,*,9,*,*,CUSTOMER BUY,FNMA,AGENCY CMO IO/PO,20190318
NUMBER OF TRADES,*,8,0,0,CUSTOMER SELL,FNMA,AGENCY CMO IO/PO,20190318
NUMBER OF TRADES,*,*,*,0,DEALER TO DEALER,FNMA,AGENCY CMO IO/PO,20190318
NUMBER OF TRADES,*,10,*,0,<= $1MM,FNMA,AGENCY CMO IO/PO,20190318
NUMBER OF TRADES,*,9,0,*,<= $10MM,FNMA,AGENCY CMO IO/PO,20190318
NUMBER OF TRADES,0,0,0,*,<= $100MM,FNMA,AGENCY CMO IO/PO,20190318
NUMBER OF TRADES,0,0,0,0,> $100MM,FNMA,AGENCY CMO IO/PO,20190318
AVERAGE PRICE,*,23.9,26.4,*,TOTAL,FHLMC,AGENCY CMO IO/PO,20190318
WEIGHTED AVG. PRICE,*,16.2,5.8,*,TOTAL,FHLMC,AGENCY CMO IO/PO,20190318
AVG. PRICE BOTTOM 5 TRADES,*,23.9,26.4,*,TOTAL,FHLMC,AGENCY CMO IO/PO,20190318
2ND QUARTILE PRICE,*,*,*,*,TOTAL,FHLMC,AGENCY CMO IO/PO,20190318
3RD QUARTILE PRICE,*,*,*,*,TOTAL,FHLMC,AGENCY CMO IO/PO,20190318
4TH QUARTILE PRICE,*,*,*,*,TOTAL,FHLMC,AGENCY CMO IO/PO,20190318
AVG. PRICE TOP 5 TRADES,*,23.9,26.4,*,TOTAL,FHLMC,AGENCY CMO IO/PO,20190318
STANDARD DEVIATION,*,29.6,23.9,*,TOTAL,FHLMC,AGENCY CMO IO/PO,20190318
VOLUME OF TRADES (000'S),*,4489.4,127186.2,*,TOTAL,FHLMC,AGENCY CMO IO/PO,20190318
VOLUME OF TRADES (000'S),*,*,*,*,CUSTOMER BUY,FHLMC,AGENCY CMO IO/PO,20190318
VOLUME OF TRADES (000'S),0,*,*,*,CUSTOMER SELL,FHLMC,AGENCY CMO IO/PO,20190318
VOLUME OF TRADES (000'S),*,0,0,0,DEALER TO DEALER,FHLMC,AGENCY CMO IO/PO,20190318
VOLUME OF TRADES (000'S),*,*,*,0,<= $1MM,FHLMC,AGENCY CMO IO/PO,20190318
VOLUME OF TRADES (000'S),*,*,0,*,<= $10MM,FHLMC,AGENCY CMO IO/PO,20190318
VOLUME OF TRADES (000'S),0,0,0,*,<= $100MM,FHLMC,AGENCY CMO IO/PO,20190318
VOLUME OF TRADES (000'S),0,0,*,0,> $100MM,FHLMC,AGENCY CMO IO/PO,20190318
NUMBER OF TRADES,*,5,5,*,TOTAL,FHLMC,AGENCY CMO IO/PO,20190318
NUMBER OF TRADES,*,*,*,*,CUSTOMER BUY,FHLMC,AGENCY CMO IO/PO,20190318
NUMBER OF TRADES,0,*,*,*,CUSTOMER SELL,FHLMC,AGENCY CMO IO/PO,20190318
NUMBER OF TRADES,*,0,0,0,DEALER TO DEALER,FHLMC,AGENCY CMO IO/PO,20190318
NUMBER OF TRADES,*,*,*,0,<= $1MM,FHLMC,AGENCY CMO IO/PO,20190318
NUMBER OF TRADES,*,*,0,*,<= $10MM,FHLMC,AGENCY CMO IO/PO,20190318
NUMBER OF TRADES,0,0,0,*,<= $100MM,FHLMC,AGENCY CMO IO/PO,20190318
NUMBER OF TRADES,0,0,*,0,> $100MM,FHLMC,AGENCY CMO IO/PO,20190318
AVERAGE PRICE,*,15.4,12.7,*,TOTAL,GNMA,AGENCY CMO IO/PO,20190318
WEIGHTED AVG. PRICE,*,18.6,11.5,*,TOTAL,GNMA,AGENCY CMO IO/PO,20190318
AVG. PRICE BOTTOM 5 TRADES,*,14.1,11.9,*,TOTAL,GNMA,AGENCY CMO IO/PO,20190318
2ND QUARTILE PRICE,*,16.8,14.1,*,TOTAL,GNMA,AGENCY CMO IO/PO,20190318
3RD QUARTILE PRICE,*,17.6,14.7,*,TOTAL,GNMA,AGENCY CMO IO/PO,20190318
4TH QUARTILE PRICE,*,21.9,15,*,TOTAL,GNMA,AGENCY CMO IO/PO,20190318
AVG. PRICE TOP 5 TRADES,*,16.6,14.6,*,TOTAL,GNMA,AGENCY CMO IO/PO,20190318
STANDARD DEVIATION,*,5.1,4.2,*,TOTAL,GNMA,AGENCY CMO IO/PO,20190318
VOLUME OF TRADES (000'S),*,3458.8,61411.1,*,TOTAL,GNMA,AGENCY CMO IO/PO,20190318
VOLUME OF TRADES (000'S),*,*,*,*,CUSTOMER BUY,GNMA,AGENCY CMO IO/PO,20190318
VOLUME OF TRADES (000'S),0,*,*,0,CUSTOMER SELL,GNMA,AGENCY CMO IO/PO,20190318
VOLUME OF TRADES (000'S),*,*,*,*,DEALER TO DEALER,GNMA,AGENCY CMO IO/PO,20190318
VOLUME OF TRADES (000'S),*,1934.4,*,0,<= $1MM,GNMA,AGENCY CMO IO/PO,20190318
VOLUME OF TRADES (000'S),0,*,*,*,<= $10MM,GNMA,AGENCY CMO IO/PO,20190318
VOLUME OF TRADES (000'S),0,0,*,*,<= $100MM,GNMA,AGENCY CMO IO/PO,20190318
VOLUME OF TRADES (000'S),0,0,0,0,> $100MM,GNMA,AGENCY CMO IO/PO,20190318
NUMBER OF TRADES,*,6,7,*,TOTAL,GNMA,AGENCY CMO IO/PO,20190318
NUMBER OF TRADES,*,*,*,*,CUSTOMER BUY,GNMA,AGENCY CMO IO/PO,20190318
NUMBER OF TRADES,0,*,*,0,CUSTOMER SELL,GNMA,AGENCY CMO IO/PO,20190318
NUMBER OF TRADES,*,*,*,*,DEALER TO DEALER,GNMA,AGENCY CMO IO/PO,20190318
NUMBER OF TRADES,*,5,*,0,<= $1MM,GNMA,AGENCY CMO IO/PO,20190318
NUMBER OF TRADES,0,*,*,*,<= $10MM,GNMA,AGENCY CMO IO/PO,20190318
NUMBER OF TRADES,0,0,*,*,<= $100MM,GNMA,AGENCY CMO IO/PO,20190318
NUMBER OF TRADES,0,0,0,0,> $100MM,GNMA,AGENCY CMO IO/PO,20190318
AVERAGE PRICE,100.1,92.6,92.9,98.4,TOTAL,FNMA,AGENCY CMO P&I,20190319
WEIGHTED AVG. PRICE,104.1,100.9,99.7,100.7,TOTAL,FNMA,AGENCY CMO P&I,20190319
AVG. PRICE BOTTOM 5 TRADES,78.2,79.4,79.9,88.1,TOTAL,FNMA,AGENCY CMO P&I,20190319
2ND QUARTILE PRICE,98,84.6,85.4,96.8,TOTAL,FNMA,AGENCY CMO P&I,20190319
3RD QUARTILE PRICE,100,94.2,98.5,99.7,TOTAL,FNMA,AGENCY CMO P&I,20190319
4TH QUARTILE PRICE,105.2,99,99.8,101.3,TOTAL,FNMA,AGENCY CMO P&I,20190319
AVG. PRICE TOP 5 TRADES,113.5,109.4,100.7,102.5,TOTAL,FNMA,AGENCY CMO P&I,20190319
STANDARD DEVIATION,8.8,8.6,9.5,4.3,TOTAL,FNMA,AGENCY CMO P&I,20190319
VOLUME OF TRADES (000'S),4226.4,85238.2,54620.7,162499.6,TOTAL,FNMA,AGENCY CMO P&I,20190319
VOLUME OF TRADES (000'S),458.3,46459.7,45879.2,92819.2,CUSTOMER BUY,FNMA,AGENCY CMO P&I,20190319
VOLUME OF TRADES (000'S),2563.8,34098.3,8738.9,30288.3,CUSTOMER SELL,FNMA,AGENCY CMO P&I,20190319
VOLUME OF TRADES (000'S),1204.4,4680.2,*,39392.1,DEALER TO DEALER,FNMA,AGENCY CMO P&I,20190319
VOLUME OF TRADES (000'S),3014.1,6863.2,2275,5945,<= $1MM,FNMA,AGENCY CMO P&I,20190319
VOLUME OF TRADES (000'S),*,38629.9,29564.7,86011.8,<= $10MM,FNMA,AGENCY CMO P&I,20190319
VOLUME OF TRADES (000'S),0,*,*,*,<= $100MM,FNMA,AGENCY CMO P&I,20190319
VOLUME OF TRADES (000'S),0,0,0,0,> $100MM,FNMA,AGENCY CMO P&I,20190319
NUMBER OF TRADES,100,115,24,54,TOTAL,FNMA,AGENCY CMO P&I,20190319
NUMBER OF TRADES,27,35,13,24,CUSTOMER BUY,FNMA,AGENCY CMO P&I,20190319
NUMBER OF TRADES,39,39,9,12,CUSTOMER SELL,FNMA,AGENCY CMO P&I,20190319
NUMBER OF TRADES,34,41,*,18,DEALER TO DEALER,FNMA,AGENCY CMO P&I,20190319
NUMBER OF TRADES,99,100,15,29,<= $1MM,FNMA,AGENCY CMO P&I,20190319
NUMBER OF TRADES,*,12,8,21,<= $10MM,FNMA,AGENCY CMO P&I,20190319
NUMBER OF TRADES,0,*,*,*,<= $100MM,FNMA,AGENCY CMO P&I,20190319
NUMBER OF TRADES,0,0,0,0,> $100MM,FNMA,AGENCY CMO P&I,20190319
AVERAGE PRICE,98.1,97.9,99.3,100.4,TOTAL,FHLMC,AGENCY CMO P&I,20190319
WEIGHTED AVG. PRICE,100.6,97.4,100.2,102.5,TOTAL,FHLMC,AGENCY CMO P&I,20190319
AVG. PRICE BOTTOM 5 TRADES,73.8,84.2,92.8,92.6,TOTAL,FHLMC,AGENCY CMO P&I,20190319
2ND QUARTILE PRICE,97.7,96.9,99,99.3,TOTAL,FHLMC,AGENCY CMO P&I,20190319
3RD QUARTILE PRICE,99.4,99.4,100,102.3,TOTAL,FHLMC,AGENCY CMO P&I,20190319
4TH QUARTILE PRICE,100.3,101.1,101.6,103.4,TOTAL,FHLMC,AGENCY CMO P&I,20190319
AVG. PRICE TOP 5 TRADES,109,105.5,103.3,105.2,TOTAL,FHLMC,AGENCY CMO P&I,20190319
STANDARD DEVIATION,10.2,5.5,3.8,4.5,TOTAL,FHLMC,AGENCY CMO P&I,20190319
VOLUME OF TRADES (000'S),7746.3,46116.9,104988.3,203626.8,TOTAL,FHLMC,AGENCY CMO P&I,20190319
VOLUME OF TRADES (000'S),4236.2,27008.6,65878.5,121269.8,CUSTOMER BUY,FHLMC,AGENCY CMO P&I,20190319
VOLUME OF TRADES (000'S),3325.7,13288.1,16330.3,11032.2,CUSTOMER SELL,FHLMC,AGENCY CMO P&I,20190319
VOLUME OF TRADES (000'S),184.5,5820.2,22779.4,71324.9,DEALER TO DEALER,FHLMC,AGENCY CMO P&I,20190319
VOLUME OF TRADES (000'S),4102.6,8220,3306.2,1120.9,<= $1MM,FHLMC,AGENCY CMO P&I,20190319
VOLUME OF TRADES (000'S),*,19847.6,45550.2,80001,<= $10MM,FHLMC,AGENCY CMO P&I,20190319
VOLUME OF TRADES (000'S),0,*,*,122504.9,<= $100MM,FHLMC,AGENCY CMO P&I,20190319
VOLUME OF TRADES (000'S),0,0,0,0,> $100MM,FHLMC,AGENCY CMO P&I,20190319
NUMBER OF TRADES,138,79,30,34,TOTAL,FHLMC,AGENCY CMO P&I,20190319
NUMBER OF TRADES,36,30,15,18,CUSTOMER BUY,FHLMC,AGENCY CMO P&I,20190319
NUMBER OF TRADES,65,29,10,6,CUSTOMER SELL,FHLMC,AGENCY CMO P&I,20190319
NUMBER OF TRADES,37,20,5,10,DEALER TO DEALER,FHLMC,AGENCY CMO P&I,20190319
NUMBER OF TRADES,136,71,13,6,<= $1MM,FHLMC,AGENCY CMO P&I,20190319
NUMBER OF TRADES,*,7,13,21,<= $10MM,FHLMC,AGENCY CMO P&I,20190319
NUMBER OF TRADES,0,*,*,7,<= $100MM,FHLMC,AGENCY CMO P&I,20190319
NUMBER OF TRADES,0,0,0,0,> $100MM,FHLMC,AGENCY CMO P&I,20190319
AVERAGE PRICE,103.4,96.2,90.8,98.6,TOTAL,GNMA,AGENCY CMO P&I,20190319
WEIGHTED AVG. PRICE,104.7,100.8,93.5,99.4,TOTAL,GNMA,AGENCY CMO P&I,20190319
AVG. PRICE BOTTOM 5 TRADES,93.6,77.5,83,92.2,TOTAL,GNMA,AGENCY CMO P&I,20190319
2ND QUARTILE PRICE,100.7,92.6,88.1,98,TOTAL,GNMA,AGENCY CMO P&I,20190319
3RD QUARTILE PRICE,104,98.8,92,99,TOTAL,GNMA,AGENCY CMO P&I,20190319
4TH QUARTILE PRICE,106.6,100.4,96.5,100,TOTAL,GNMA,AGENCY CMO P&I,20190319
AVG. PRICE TOP 5 TRADES,112.4,110.5,96.7,101.8,TOTAL,GNMA,AGENCY CMO P&I,20190319
STANDARD DEVIATION,4.7,8.4,5.3,2.2,TOTAL,GNMA,AGENCY CMO P&I,20190319
VOLUME OF TRADES (000'S),4941.3,16692.9,9721.1,426557,TOTAL,GNMA,AGENCY CMO P&I,20190319
VOLUME OF TRADES (000'S),2145.2,13156.9,115.2,272294.5,CUSTOMER BUY,GNMA,AGENCY CMO P&I,20190319
VOLUME OF TRADES (000'S),1998.7,1345.7,230.4,78004.8,CUSTOMER SELL,GNMA,AGENCY CMO P&I,20190319
VOLUME OF TRADES (000'S),797.3,2190.3,9375.4,76257.7,DEALER TO DEALER,GNMA,AGENCY CMO P&I,20190319
VOLUME OF TRADES (000'S),1922,5503.2,455.1,6245.4,<= $1MM,GNMA,AGENCY CMO P&I,20190319
VOLUME OF TRADES (000'S),*,*,*,48579,<= $10MM,GNMA,AGENCY CMO P&I,20190319
VOLUME OF TRADES (000'S),0,0,0,230423,<= $100MM,GNMA,AGENCY CMO P&I,20190319
VOLUME OF TRADES (000'S),0,0,0,*,> $100MM,GNMA,AGENCY CMO P&I,20190319
NUMBER OF TRADES,131,76,23,94,TOTAL,GNMA,AGENCY CMO P&I,20190319
NUMBER OF TRADES,33,31,8,49,CUSTOMER BUY,GNMA,AGENCY CMO P&I,20190319
NUMBER OF TRADES,47,21,6,8,CUSTOMER SELL,GNMA,AGENCY CMO P&I,20190319
NUMBER OF TRADES,51,24,9,37,DEALER TO DEALER,GNMA,AGENCY CMO P&I,20190319
NUMBER OF TRADES,129,72,19,73,<= $1MM,GNMA,AGENCY CMO P&I,20190319
NUMBER OF TRADES,*,*,*,11,<= $10MM,GNMA,AGENCY CMO P&I,20190319
NUMBER OF TRADES,0,0,0,9,<= $100MM,GNMA,AGENCY CMO P&I,20190319
NUMBER OF TRADES,0,0,0,*,> $100MM,GNMA,AGENCY CMO P&I,20190319
AVERAGE PRICE,*,19,*,0,TOTAL,FNMA,AGENCY CMO IO/PO,20190319
WEIGHTED AVG. PRICE,*,13.7,*,0,TOTAL,FNMA,AGENCY CMO IO/PO,20190319
AVG. PRICE BOTTOM 5 TRADES,*,12.6,*,0,TOTAL,FNMA,AGENCY CMO IO/PO,20190319
2ND QUARTILE PRICE,*,14.3,*,0,TOTAL,FNMA,AGENCY CMO IO/PO,20190319
3RD QUARTILE PRICE,*,14.8,*,0,TOTAL,FNMA,AGENCY CMO IO/PO,20190319
4TH QUARTILE PRICE,*,35.1,*,0,TOTAL,FNMA,AGENCY CMO IO/PO,20190319
AVG. PRICE TOP 5 TRADES,*,22.7,*,0,TOTAL,FNMA,AGENCY CMO IO/PO,20190319
STANDARD DEVIATION,*,11.2,*,0,TOTAL,FNMA,AGENCY CMO IO/PO,20190319
VOLUME OF TRADES (000'S),*,83445,*,0,TOTAL,FNMA,AGENCY CMO IO/PO,20190319
VOLUME OF TRADES (000'S),*,*,*,0,CUSTOMER BUY,FNMA,AGENCY CMO IO/PO,20190319
VOLUME OF TRADES (000'S),*,59243.4,*,0,CUSTOMER SELL,FNMA,AGENCY CMO IO/PO,20190319
VOLUME OF TRADES (000'S),0,0,0,0,DEALER TO DEALER,FNMA,AGENCY CMO IO/PO,20190319
VOLUME OF TRADES (000'S),*,0,0,0,<= $1MM,FNMA,AGENCY CMO IO/PO,20190319
VOLUME OF TRADES (000'S),0,*,0,0,<= $10MM,FNMA,AGENCY CMO IO/PO,20190319
VOLUME OF TRADES (000'S),0,*,*,0,<= $100MM,FNMA,AGENCY CMO IO/PO,20190319
VOLUME OF TRADES (000'S),0,0,0,0,> $100MM,FNMA,AGENCY CMO IO/PO,20190319
NUMBER OF TRADES,*,7,*,0,TOTAL,FNMA,AGENCY CMO IO/PO,20190319
NUMBER OF TRADES,*,*,*,0,CUSTOMER BUY,FNMA,AGENCY CMO IO/PO,20190319
NUMBER OF TRADES,*,5,*,0,CUSTOMER SELL,FNMA,AGENCY CMO IO/PO,20190319
NUMBER OF TRADES,0,0,0,0,DEALER TO DEALER,FNMA,AGENCY CMO IO/PO,20190319
NUMBER OF TRADES,*,0,0,0,<= $1MM,FNMA,AGENCY CMO IO/PO,20190319
NUMBER OF TRADES,0,*,0,0,<= $10MM,FNMA,AGENCY CMO IO/PO,20190319
NUMBER OF TRADES,0,*,*,0,<= $100MM,FNMA,AGENCY CMO IO/PO,20190319
NUMBER OF TRADES,0,0,0,0,> $100MM,FNMA,AGENCY CMO IO/PO,20190319
AVERAGE PRICE,0,12.5,0,*,TOTAL,FHLMC,AGENCY CMO IO/PO,20190319
WEIGHTED AVG. PRICE,0,16.4,0,*,TOTAL,FHLMC,AGENCY CMO IO/PO,20190319
AVG. PRICE BOTTOM 5 TRADES,0,8.8,0,*,TOTAL,FHLMC,AGENCY CMO IO/PO,20190319
2ND QUARTILE PRICE,0,9.1,0,*,TOTAL,FHLMC,AGENCY CMO IO/PO,20190319
3RD QUARTILE PRICE,0,15.2,0,*,TOTAL,FHLMC,AGENCY CMO IO/PO,20190319
4TH QUARTILE PRICE,0,17.3,0,*,TOTAL,FHLMC,AGENCY CMO IO/PO,20190319
AVG. PRICE TOP 5 TRADES,0,17.3,0,*,TOTAL,FHLMC,AGENCY CMO IO/PO,20190319
STANDARD DEVIATION,0,4.2,0,*,TOTAL,FHLMC,AGENCY CMO IO/PO,20190319
VOLUME OF TRADES (000'S),0,87428.9,0,*,TOTAL,FHLMC,AGENCY CMO IO/PO,20190319
VOLUME OF TRADES (000'S),0,48808.1,0,*,CUSTOMER BUY,FHLMC,AGENCY CMO IO/PO,20190319
VOLUME OF TRADES (000'S),0,38620.8,0,0,CUSTOMER SELL,FHLMC,AGENCY CMO IO/PO,20190319
VOLUME OF TRADES (000'S),0,0,0,0,DEALER TO DEALER,FHLMC,AGENCY CMO IO/PO,20190319
VOLUME OF TRADES (000'S),0,*,0,0,<= $1MM,FHLMC,AGENCY CMO IO/PO,20190319
VOLUME OF TRADES (000'S),0,36823.6,0,*,<= $10MM,FHLMC,AGENCY CMO IO/PO,20190319
VOLUME OF TRADES (000'S),0,*,0,0,<= $100MM,FHLMC,AGENCY CMO IO/PO,20190319
VOLUME OF TRADES (000'S),0,0,0,0,> $100MM,FHLMC,AGENCY CMO IO/PO,20190319
NUMBER OF TRADES,0,14,0,*,TOTAL,FHLMC,AGENCY CMO IO/PO,20190319
NUMBER OF TRADES,0,7,0,*,CUSTOMER BUY,FHLMC,AGENCY CMO IO/PO,20190319
NUMBER OF TRADES,0,7,0,0,CUSTOMER SELL,FHLMC,AGENCY CMO IO/PO,20190319
NUMBER OF TRADES,0,0,0,0,DEALER TO DEALER,FHLMC,AGENCY CMO IO/PO,20190319
NUMBER OF TRADES,0,*,0,0,<= $1MM,FHLMC,AGENCY CMO IO/PO,20190319
NUMBER OF TRADES,0,7,0,*,<= $10MM,FHLMC,AGENCY CMO IO/PO,20190319
NUMBER OF TRADES,0,*,0,0,<= $100MM,FHLMC,AGENCY CMO IO/PO,20190319
NUMBER OF TRADES,0,0,0,0,> $100MM,FHLMC,AGENCY CMO IO/PO,20190319
AVERAGE PRICE,0,*,*,*,TOTAL,GNMA,AGENCY CMO IO/PO,20190319
WEIGHTED AVG. PRICE,0,*,*,*,TOTAL,GNMA,AGENCY CMO IO/PO,20190319
AVG. PRICE BOTTOM 5 TRADES,0,*,*,*,TOTAL,GNMA,AGENCY CMO IO/PO,20190319
2ND QUARTILE PRICE,0,*,*,*,TOTAL,GNMA,AGENCY CMO IO/PO,20190319
3RD QUARTILE PRICE,0,*,*,*,TOTAL,GNMA,AGENCY CMO IO/PO,20190319
4TH QUARTILE PRICE,0,*,*,*,TOTAL,GNMA,AGENCY CMO IO/PO,20190319
AVG. PRICE TOP 5 TRADES,0,*,*,*,TOTAL,GNMA,AGENCY CMO IO/PO,20190319
STANDARD DEVIATION,0,*,*,*,TOTAL,GNMA,AGENCY CMO IO/PO,20190319
VOLUME OF TRADES (000'S),0,*,*,*,TOTAL,GNMA,AGENCY CMO IO/PO,20190319
VOLUME OF TRADES (000'S),0,*,0,*,CUSTOMER BUY,GNMA,AGENCY CMO IO/PO,20190319
VOLUME OF TRADES (000'S),0,*,*,0,CUSTOMER SELL,GNMA,AGENCY CMO IO/PO,20190319
VOLUME OF TRADES (000'S),0,0,*,*,DEALER TO DEALER,GNMA,AGENCY CMO IO/PO,20190319
VOLUME OF TRADES (000'S),0,0,*,*,<= $1MM,GNMA,AGENCY CMO IO/PO,20190319
VOLUME OF TRADES (000'S),0,*,0,*,<= $10MM,GNMA,AGENCY CMO IO/PO,20190319
VOLUME OF TRADES (000'S),0,0,0,*,<= $100MM,GNMA,AGENCY CMO IO/PO,20190319
VOLUME OF TRADES (000'S),0,0,0,0,> $100MM,GNMA,AGENCY CMO IO/PO,20190319
NUMBER OF TRADES,0,*,*,*,TOTAL,GNMA,AGENCY CMO IO/PO,20190319
NUMBER OF TRADES,0,*,0,*,CUSTOMER BUY,GNMA,AGENCY CMO IO/PO,20190319
NUMBER OF TRADES,0,*,*,0,CUSTOMER SELL,GNMA,AGENCY CMO IO/PO,20190319
NUMBER OF TRADES,0,0,*,*,DEALER TO DEALER,GNMA,AGENCY CMO IO/PO,20190319
NUMBER OF TRADES,0,0,*,*,<= $1MM,GNMA,AGENCY CMO IO/PO,20190319
NUMBER OF TRADES,0,*,0,*,<= $10MM,GNMA,AGENCY CMO IO/PO,20190319
NUMBER OF TRADES,0,0,0,*,<= $100MM,GNMA,AGENCY CMO IO/PO,20190319
NUMBER OF TRADES,0,0,0,0,> $100MM,GNMA,AGENCY CMO IO/PO,20190319
AVERAGE PRICE,99.8,95.3,97,98.9,TOTAL,FNMA,AGENCY CMO P&I,20190320
WEIGHTED AVG. PRICE,101.1,87.8,99.5,101.1,TOTAL,FNMA,AGENCY CMO P&I,20190320
AVG. PRICE BOTTOM 5 TRADES,71.5,77.5,93.5,91.8,TOTAL,FNMA,AGENCY CMO P&I,20190320
2ND QUARTILE PRICE,97.5,90.8,96,98,TOTAL,FNMA,AGENCY CMO P&I,20190320
3RD QUARTILE PRICE,100,97.6,98.8,99.6,TOTAL,FNMA,AGENCY CMO P&I,20190320
4TH QUARTILE PRICE,105,100,99.9,100.6,TOTAL,FNMA,AGENCY CMO P&I,20190320
AVG. PRICE TOP 5 TRADES,109.3,106.5,100,103.5,TOTAL,FNMA,AGENCY CMO P&I,20190320
STANDARD DEVIATION,10.9,7.7,3.3,3.2,TOTAL,FNMA,AGENCY CMO P&I,20190320
VOLUME OF TRADES (000'S),3128.1,65478.5,47065,56553,TOTAL,FNMA,AGENCY CMO P&I,20190320
VOLUME OF TRADES (000'S),1386.5,10665.2,13319,29911.6,CUSTOMER BUY,FNMA,AGENCY CMO P&I,20190320
VOLUME OF TRADES (000'S),1453.6,7107.7,*,14835.6,CUSTOMER SELL,FNMA,AGENCY CMO P&I,20190320
VOLUME OF TRADES (000'S),288,47705.5,17943.4,11805.8,DEALER TO DEALER,FNMA,AGENCY CMO P&I,20190320
VOLUME OF TRADES (000'S),3128.1,7221.6,1860.7,9729.3,<= $1MM,FNMA,AGENCY CMO P&I,20190320
VOLUME OF TRADES (000'S),0,12031.9,30297.3,34715.3,<= $10MM,FNMA,AGENCY CMO P&I,20190320
VOLUME OF TRADES (000'S),0,*,*,*,<= $100MM,FNMA,AGENCY CMO P&I,20190320
VOLUME OF TRADES (000'S),0,0,0,0,> $100MM,FNMA,AGENCY CMO P&I,20190320
NUMBER OF TRADES,116,103,19,55,TOTAL,FNMA,AGENCY CMO P&I,20190320
NUMBER OF TRADES,24,31,8,24,CUSTOMER BUY,FNMA,AGENCY CMO P&I,20190320
NUMBER OF TRADES,58,37,*,10,CUSTOMER SELL,FNMA,AGENCY CMO P&I,20190320
NUMBER OF TRADES,34,35,7,21,DEALER TO DEALER,FNMA,AGENCY CMO P&I,20190320
NUMBER OF TRADES,116,95,13,41,<= $1MM,FNMA,AGENCY CMO P&I,20190320
NUMBER OF TRADES,0,6,5,13,<= $10MM,FNMA,AGENCY CMO P&I,20190320
NUMBER OF TRADES,0,*,*,*,<= $100MM,FNMA,AGENCY CMO P&I,20190320
NUMBER OF TRADES,0,0,0,0,> $100MM,FNMA,AGENCY CMO P&I,20190320
AVERAGE PRICE,100.5,97.4,96.8,100.9,TOTAL,FHLMC,AGENCY CMO P&I,20190320
WEIGHTED AVG. PRICE,103.3,102.6,100.9,99.7,TOTAL,FHLMC,AGENCY CMO P&I,20190320
AVG. PRICE BOTTOM 5 TRADES,73.4,79.7,86.4,96.4,TOTAL,FHLMC,AGENCY CMO P&I,20190320
2ND QUARTILE PRICE,98.1,95.7,96.9,98.5,TOTAL,FHLMC,AGENCY CMO P&I,20190320
3RD QUARTILE PRICE,102.3,99.3,99.7,101.2,TOTAL,FHLMC,AGENCY CMO P&I,20190320
4TH QUARTILE PRICE,104.6,102,100.5,102.6,TOTAL,FHLMC,AGENCY CMO P&I,20190320
AVG. PRICE TOP 5 TRADES,113.3,107.5,102.2,105.8,TOTAL,FHLMC,AGENCY CMO P&I,20190320
STANDARD DEVIATION,9.2,7.4,6.5,3.1,TOTAL,FHLMC,AGENCY CMO P&I,20190320
VOLUME OF TRADES (000'S),23656.4,135869.6,45274.4,283062,TOTAL,FHLMC,AGENCY CMO P&I,20190320
VOLUME OF TRADES (000'S),9453.9,118689.5,15405.2,84790.5,CUSTOMER BUY,FHLMC,AGENCY CMO P&I,20190320
